current_attendance,present_classes,absent_classes,total_classes,remaining_classes,weekly_subject_classes,minimum_attendance,planned_leave_classes,days_remaining,absence_rate,future_attendance_after_leave,leave_risk
60.7143,34,22,56,46,5,80,0,48,0.392857,60.7143,HIGH
52.381,22,20,42,50,2,75,1,128,0.47619,51.1628,HIGH
96.7742,120,4,124,22,6,70,7,17,0.032258,91.6031,LOW
97.5309,79,2,81,40,6,80,3,36,0.024691,94.0476,LOW
94.7368,72,4,76,28,5,70,1,29,0.052632,93.5065,LOW
97.2477,106,3,109,13,1,70,2,63,0.027523,95.4955,LOW
96.2963,52,2,54,58,4,75,1,74,0.037037,94.5455,LOW
33.3333,5,10,15,70,3,80,3,118,0.666667,27.7778,HIGH
79.4872,31,8,39,55,2,80,2,139,0.205128,75.6098,HIGH
58.7302,37,26,63,38,6,75,1,31,0.412698,57.8125,HIGH
60.4651,52,34,86,44,1,80,3,217,0.395349,58.427,HIGH
73.6842,28,10,38,58,4,75,4,76,0.263158,66.6667,HIGH
66.6667,54,27,81,49,4,65,5,62,0.333333,62.7907,HIGH
98.5714,69,1,70,29,4,75,0,40,0.014286,98.5714,LOW
57.1429,16,12,28,70,2,85,12,178,0.428571,40.0,HIGH
86.0465,37,6,43,47,2,85,2,116,0.139535,82.2222,HIGH
95.0,133,7,140,20,2,85,0,51,0.05,95.0,LOW
39.1304,9,14,23,70,3,80,1,119,0.608696,37.5,HIGH
59.7403,46,31,77,46,4,75,2,57,0.402597,58.2278,HIGH
74.6988,62,21,83,50,3,75,2,85,0.253012,72.9412,HIGH
25.6757,19,55,74,45,4,75,3,54,0.743243,24.6753,HIGH
67.3913,93,45,138,10,4,65,6,16,0.326087,64.5833,HIGH
74.2857,104,36,140,20,4,75,1,22,0.257143,73.7589,HIGH
87.3239,62,9,71,29,4,85,2,37,0.126761,84.9315,HIGH
71.875,23,9,32,64,4,75,5,79,0.28125,62.1622,HIGH
30.7692,4,9,13,70,2,80,3,172,0.692308,25.0,HIGH
95.6522,66,3,69,41,4,75,1,50,0.043478,94.2857,LOW
75.0,66,22,88,29,4,75,4,34,0.25,71.7391,HIGH
64.7059,11,6,17,65,6,65,3,54,0.352941,55.0,HIGH
63.4921,40,23,63,48,5,65,2,49,0.365079,61.5385,HIGH
95.7895,91,4,95,39,2,75,4,98,0.042105,91.9192,LOW
95.3125,61,3,64,45,5,75,3,48,0.046875,91.0448,LOW
63.7037,86,49,135,12,5,75,1,9,0.362963,63.2353,HIGH
76.6423,105,32,137,11,5,75,4,12,0.233577,74.4681,HIGH
50.0,5,5,10,70,4,80,6,91,0.5,31.25,HIGH
96.2963,26,1,27,65,3,70,1,108,0.037037,92.8571,LOW
93.3333,14,1,15,70,5,80,2,68,0.066667,82.3529,MEDIUM
28.4314,29,73,102,10,1,65,0,47,0.715686,28.4314,HIGH
92.0,23,2,25,70,4,75,3,87,0.08,82.1429,LOW
97.4359,38,1,39,49,3,75,11,81,0.025641,76.0,MEDIUM
73.0769,19,7,26,70,3,75,20,115,0.269231,41.3043,HIGH
97.3684,74,2,76,33,6,75,5,28,0.026316,91.358,LOW
96.6667,58,2,60,49,6,70,10,38,0.033333,82.8571,LOW
60.9756,25,16,41,64,4,70,6,77,0.390244,53.1915,HIGH
60.274,44,29,73,44,5,85,1,45,0.39726,59.4595,HIGH
64.9123,37,20,57,48,2,85,2,123,0.350877,62.7119,HIGH
96.4286,54,2,56,53,5,75,4,51,0.035714,90.0,LOW
69.0265,78,35,113,29,3,70,1,51,0.309735,68.4211,HIGH
96.9697,32,1,33,51,5,80,3,52,0.030303,88.8889,LOW
76.6667,115,35,150,18,1,80,4,88,0.233333,74.6753,HIGH
60.6061,40,26,66,28,1,80,4,138,0.393939,57.1429,HIGH
93.75,15,1,16,70,3,75,2,119,0.0625,83.3333,LOW
96.4912,55,2,57,59,2,75,18,149,0.035088,73.3333,HIGH
48.3871,15,16,31,56,4,70,4,67,0.516129,42.8571,HIGH
62.8205,49,29,78,36,6,75,5,29,0.371795,59.0361,HIGH
97.5,39,1,40,48,6,90,2,38,0.025,92.8571,MEDIUM
94.1176,32,2,34,63,4,80,5,78,0.058824,82.0513,MEDIUM
98.7342,78,1,79,44,3,80,1,76,0.012658,97.5,LOW
95.6989,89,4,93,41,4,75,2,50,0.043011,93.6842,LOW
96.5116,83,3,86,43,2,80,5,109,0.034884,91.2088,LOW
94.5946,35,2,37,64,5,75,4,63,0.054054,85.3659,LOW
98.8372,85,1,86,36,6,75,6,28,0.011628,92.3913,LOW
94.6237,88,5,93,32,1,75,20,157,0.053763,77.8761,MEDIUM
73.6842,84,30,114,13,2,75,2,36,0.263158,72.4138,HIGH
66.6667,62,31,93,49,3,75,3,79,0.333333,64.5833,HIGH
98.9899,98,1,99,30,6,65,11,26,0.010101,89.0909,LOW
58.3333,42,30,72,49,3,70,0,82,0.416667,58.3333,HIGH
35.4839,11,20,31,56,2,75,2,143,0.645161,33.3333,HIGH
71.875,46,18,64,44,2,75,4,111,0.28125,67.6471,HIGH
53.8462,70,60,130,17,3,65,3,29,0.461538,52.6316,HIGH
86.7188,111,17,128,21,6,85,1,20,0.132812,86.0465,MEDIUM
95.4545,21,1,22,68,4,80,1,85,0.045455,91.3043,LOW
95.4545,42,2,44,49,1,85,4,248,0.045455,87.5,MEDIUM
52.5,21,19,40,63,5,70,6,60,0.475,45.6522,HIGH
93.8462,61,4,65,30,2,70,2,78,0.061538,91.0448,LOW
81.3187,74,17,91,37,4,80,1,50,0.186813,80.4348,MEDIUM
74.2188,95,33,128,22,5,75,4,19,0.257812,71.9697,HIGH
93.3333,14,1,15,67,1,75,3,337,0.066667,77.7778,MEDIUM
96.6667,87,3,90,44,6,75,12,34,0.033333,85.2941,LOW
59.4595,22,15,37,48,6,65,3,40,0.405405,55.0,HIGH
97.7273,86,2,88,47,2,80,20,120,0.022727,79.6296,HIGH
94.2529,82,5,87,38,3,75,1,62,0.057471,93.1818,LOW
40.3509,46,68,114,12,4,80,3,17,0.596491,39.3162,HIGH
81.8182,18,4,22,70,2,85,1,178,0.181818,78.2609,HIGH
80.916,106,25,131,27,5,80,3,27,0.19084,79.1045,HIGH
97.8102,134,3,137,10,1,75,0,50,0.021898,97.8102,LOW
64.4737,49,27,76,41,6,70,0,34,0.355263,64.4737,HIGH
45.0,9,11,20,70,6,80,15,58,0.55,25.7143,HIGH
67.6471,23,11,34,64,3,90,1,107,0.323529,65.7143,HIGH
80.0,8,2,10,70,5,85,5,67,0.2,53.3333,HIGH
75.3333,113,37,150,16,6,75,3,12,0.246667,73.8562,HIGH
92.6829,38,3,41,63,5,90,1,63,0.073171,90.4762,MEDIUM
66.4384,97,49,146,11,2,70,1,30,0.335616,65.9864,HIGH
80.2469,65,16,81,33,2,80,5,85,0.197531,75.5814,HIGH
64.9123,37,20,57,68,5,85,5,70,0.350877,59.6774,HIGH
96.5517,56,2,58,49,1,85,6,248,0.034483,87.5,MEDIUM
81.5789,31,7,38,56,1,85,2,282,0.184211,77.5,HIGH
64.2857,27,15,42,63,3,70,2,108,0.357143,61.3636,HIGH
85.3659,70,12,82,49,3,85,3,81,0.146341,82.3529,HIGH
60.0,6,4,10,70,5,70,1,69,0.4,54.5455,HIGH
98.8889,89,1,90,34,1,85,3,172,0.011111,95.6989,LOW
98.6301,144,2,146,26,5,75,19,25,0.013699,87.2727,LOW
73.3333,22,8,30,56,5,75,5,53,0.266667,62.8571,HIGH
98.2143,55,1,56,56,5,75,3,57,0.017857,93.2203,LOW
95.8678,116,5,121,17,3,65,2,30,0.041322,94.3089,LOW
79.7619,67,17,84,40,1,80,4,197,0.202381,76.1364,HIGH
57.8947,11,8,19,66,3,80,0,108,0.421053,57.8947,HIGH
22.9167,11,37,48,58,5,85,3,58,0.770833,21.5686,HIGH
90.0,9,1,10,65,2,75,2,164,0.1,75.0,MEDIUM
50.8475,30,29,59,54,3,85,4,87,0.491525,47.619,HIGH
94.5205,69,4,73,32,1,75,3,161,0.054795,90.7895,LOW
15.3846,2,11,13,70,5,80,2,71,0.846154,13.3333,HIGH
95.4545,42,2,44,58,5,80,0,60,0.045455,95.4545,LOW
91.6667,22,2,24,70,4,80,2,88,0.083333,84.6154,MEDIUM
21.7949,17,61,78,44,4,85,0,58,0.782051,21.7949,HIGH
62.8571,22,13,35,61,5,65,1,63,0.371429,61.1111,HIGH
77.4194,24,7,31,51,4,80,4,63,0.225806,68.5714,HIGH
60.0,6,4,10,69,5,75,1,70,0.4,54.5455,HIGH
76.9912,87,26,113,10,4,80,4,15,0.230088,74.359,HIGH
65.0943,69,37,106,14,4,70,2,15,0.349057,63.8889,HIGH
78.1609,68,19,87,39,1,80,2,194,0.218391,76.4045,HIGH
64.6154,42,23,65,33,1,80,3,166,0.353846,61.7647,HIGH
60.0,75,50,125,26,1,90,0,130,0.4,60.0,HIGH
93.3333,28,2,30,53,1,75,4,267,0.066667,82.3529,LOW
81.5385,106,24,130,19,4,85,4,21,0.184615,79.1045,HIGH
99.2308,129,1,130,28,6,85,0,24,0.007692,99.2308,LOW
97.8261,45,1,46,65,2,80,4,162,0.021739,90.0,LOW
66.6667,16,8,24,70,6,70,2,58,0.333333,61.5385,HIGH
65.5172,57,30,87,37,1,75,4,182,0.344828,62.6374,HIGH
94.5652,87,5,92,47,5,85,3,48,0.054348,91.5789,LOW
98.5075,66,1,67,33,4,75,2,42,0.014925,95.6522,LOW
62.3188,43,26,69,38,3,65,3,61,0.376812,59.7222,HIGH
54.5455,6,5,11,68,1,70,3,338,0.454545,42.8571,HIGH
83.3333,15,3,18,70,2,85,3,176,0.166667,71.4286,HIGH
43.75,14,18,32,54,3,75,6,88,0.5625,36.8421,HIGH
78.0822,57,16,73,38,2,80,2,94,0.219178,76.0,HIGH
95.0,19,1,20,70,4,75,2,87,0.05,86.3636,LOW
77.7778,14,4,18,66,1,80,10,329,0.222222,50.0,HIGH
24.2991,26,81,107,19,3,75,7,35,0.757009,22.807,HIGH
97.9798,97,2,99,39,3,75,4,63,0.020202,94.1748,LOW
97.9592,48,1,49,60,1,85,5,303,0.020408,88.8889,MEDIUM
94.4444,17,1,18,70,5,80,2,68,0.055556,85.0,LOW
96.0,24,1,25,70,4,80,1,90,0.04,92.3077,LOW
67.4419,29,14,43,54,4,70,0,66,0.325581,67.4419,HIGH
40.0,6,9,15,66,5,75,3,64,0.6,33.3333,HIGH
92.5926,25,2,27,70,2,70,5,178,0.074074,78.125,LOW
64.2857,45,25,70,44,4,75,2,53,0.357143,62.5,HIGH
67.3913,31,15,46,47,3,90,2,78,0.326087,64.5833,HIGH
98.4615,128,2,130,14,2,75,0,36,0.015385,98.4615,LOW
95.8678,116,5,121,26,5,85,2,26,0.041322,94.3089,LOW
22.2222,10,35,45,65,4,65,11,83,0.777778,17.8571,HIGH
91.1765,31,3,34,68,3,90,8,116,0.088235,73.8095,HIGH
98.4127,62,1,63,29,3,75,2,47,0.015873,95.3846,LOW
78.6765,107,29,136,27,2,80,4,70,0.213235,76.4286,HIGH
75.7576,50,16,66,37,1,75,11,184,0.242424,64.9351,HIGH
95.8333,23,1,24,70,6,90,4,62,0.041667,82.1429,HIGH
96.4286,81,3,84,41,4,70,10,53,0.035714,86.1702,LOW
78.125,75,21,96,29,1,80,0,147,0.21875,78.125,HIGH
59.375,19,13,32,52,5,80,4,51,0.40625,52.7778,HIGH
66.6667,14,7,21,70,3,75,3,117,0.333333,58.3333,HIGH
73.4694,36,13,49,68,1,75,2,339,0.265306,70.5882,HIGH
76.9231,50,15,65,37,6,80,1,31,0.230769,75.7576,HIGH
56.0,28,22,50,58,5,75,2,60,0.44,53.8462,HIGH
77.4648,110,32,142,22,2,75,1,54,0.225352,76.9231,MEDIUM
96.6667,29,1,30,69,2,70,2,173,0.033333,90.625,LOW
54.5455,6,5,11,70,5,75,1,69,0.454545,50.0,HIGH
94.2857,33,2,35,62,5,75,3,63,0.057143,86.8421,LOW
68.75,11,5,16,70,6,70,3,57,0.3125,57.8947,HIGH
48.9583,47,49,96,42,5,75,4,41,0.510417,47.0,HIGH
79.1667,38,10,48,55,5,80,4,56,0.208333,73.0769,HIGH
71.875,23,9,32,49,3,75,3,79,0.28125,65.7143,HIGH
95.6522,44,2,46,51,5,80,4,52,0.043478,88.0,LOW
92.5926,25,2,27,70,1,85,2,348,0.074074,86.2069,MEDIUM
96.0784,49,2,51,59,5,75,2,60,0.039216,92.4528,LOW
93.4783,43,3,46,50,2,70,2,127,0.065217,89.5833,LOW
96.3855,80,3,83,49,5,70,0,51,0.036145,96.3855,LOW
95.2055,139,7,146,14,5,75,19,13,0.047945,84.2424,LOW
97.8723,46,1,47,61,3,75,1,100,0.021277,95.8333,LOW
93.3333,14,1,15,70,1,80,5,353,0.066667,70.0,HIGH
42.5532,20,27,47,58,4,75,2,74,0.574468,40.8163,HIGH
50.0,22,22,44,57,3,70,1,93,0.5,48.8889,HIGH
95.0,38,2,40,47,5,75,5,47,0.05,84.4444,LOW
37.1134,36,61,97,45,1,70,3,226,0.628866,36.0,HIGH
37.931,22,36,58,59,5,80,5,56,0.62069,34.9206,HIGH
58.3333,21,15,36,53,1,75,2,263,0.416667,55.2632,HIGH
62.5,10,6,16,70,4,85,3,85,0.375,52.6316,HIGH
66.6667,52,26,78,36,2,70,4,92,0.333333,63.4146,HIGH
61.5385,48,30,78,42,1,85,4,207,0.384615,58.5366,HIGH
71.0526,81,33,114,25,1,70,1,123,0.289474,70.4348,MEDIUM
51.7241,15,14,29,70,3,75,7,119,0.482759,41.6667,HIGH
74.8201,104,35,139,23,5,75,4,20,0.251799,72.7273,HIGH
82.6923,86,18,104,10,3,80,4,15,0.173077,79.6296,HIGH
55.3719,67,54,121,19,2,75,1,50,0.446281,54.918,HIGH
95.0,19,1,20,70,1,75,1,350,0.05,90.4762,LOW
97.9592,48,1,49,46,1,75,1,227,0.020408,96.0,LOW
96.3636,106,4,110,17,2,70,0,42,0.036364,96.3636,LOW
51.3514,19,18,37,56,5,80,3,55,0.486486,47.5,HIGH
48.3516,44,47,91,36,5,75,6,36,0.516484,45.3608,HIGH
67.4419,29,14,43,66,3,70,4,113,0.325581,61.7021,HIGH
95.3488,41,2,43,68,1,85,2,337,0.046512,91.1111,LOW
71.7949,28,11,39,51,4,70,4,66,0.282051,65.1163,HIGH
42.268,41,56,97,42,6,80,2,32,0.57732,41.4141,HIGH
73.913,17,6,23,70,6,75,12,59,0.26087,48.5714,HIGH
70.7317,29,12,41,64,1,75,4,319,0.292683,64.4444,HIGH
98.0583,101,2,103,15,5,80,4,14,0.019417,94.3925,LOW
96.5986,142,5,147,17,5,75,3,15,0.034014,94.6667,LOW
31.4607,28,61,89,33,2,90,12,80,0.685393,27.7228,HIGH
72.2222,13,5,18,70,5,70,12,72,0.277778,43.3333,HIGH
96.9697,64,2,66,42,1,65,3,207,0.030303,92.7536,LOW
73.3333,44,16,60,60,4,75,4,75,0.266667,68.75,HIGH
96.0,144,6,150,30,6,90,0,28,0.04,96.0,LOW
50.7042,36,35,71,46,6,75,2,36,0.492958,49.3151,HIGH
63.7255,65,37,102,14,6,75,2,14,0.362745,62.5,HIGH
95.0,19,1,20,70,5,75,4,69,0.05,79.1667,MEDIUM
77.4194,72,21,93,37,6,80,3,31,0.225806,75.0,HIGH
97.9167,47,1,48,50,2,75,2,124,0.020833,94.0,LOW
63.6364,28,16,44,48,1,80,2,237,0.363636,60.8696,HIGH
96.7391,89,3,92,47,3,80,2,76,0.032609,94.6809,LOW
52.0,13,12,25,67,5,70,1,66,0.48,50.0,HIGH
75.0,9,3,12,70,2,80,5,178,0.25,52.9412,HIGH
73.3333,22,8,30,70,5,75,2,69,0.266667,68.75,HIGH
80.7692,42,10,52,57,6,80,3,49,0.192308,76.3636,HIGH
98.8764,88,1,89,45,5,75,0,47,0.011236,98.8764,LOW
75.4237,89,29,118,10,3,75,2,17,0.245763,74.1667,HIGH
76.0,57,18,75,37,6,75,3,31,0.24,73.0769,HIGH
94.6667,71,4,75,46,5,70,3,46,0.053333,91.0256,LOW
81.5789,31,7,38,63,4,80,3,78,0.184211,75.6098,HIGH
73.5294,25,9,34,61,2,75,3,155,0.264706,67.5676,HIGH
96.875,31,1,32,68,3,80,0,114,0.03125,96.875,LOW
56.7164,38,29,67,44,4,70,1,56,0.432836,55.8824,HIGH
97.561,40,1,41,62,6,70,3,52,0.02439,90.9091,LOW
95.9184,47,2,49,68,4,80,5,85,0.040816,87.037,LOW
34.7518,49,92,141,26,6,65,0,24,0.652482,34.7518,HIGH
47.5248,48,53,101,15,6,75,2,14,0.524752,46.6019,HIGH
65.8228,52,27,79,32,1,75,3,163,0.341772,63.4146,HIGH
98.3333,59,1,60,29,4,75,4,37,0.016667,92.1875,LOW
71.4286,25,10,35,54,1,75,4,267,0.285714,64.1026,HIGH
46.3918,45,52,97,45,3,85,3,76,0.536082,45.0,HIGH
98.8636,87,1,88,49,4,80,1,61,0.011364,97.7528,LOW
60.0,18,12,30,51,2,65,3,130,0.4,54.5455,HIGH
65.8537,27,14,41,66,5,85,5,67,0.341463,58.6957,HIGH
91.6667,11,1,12,66,3,75,3,111,0.083333,73.3333,HIGH
96.8254,61,2,63,45,4,65,2,54,0.031746,93.8462,LOW
97.7778,44,1,45,64,5,75,0,66,0.022222,97.7778,LOW
98.9691,96,1,97,39,3,65,3,62,0.010309,96.0,LOW
71.4286,10,4,14,70,6,75,3,62,0.285714,58.8235,HIGH
98.4127,62,1,63,47,2,80,2,120,0.015873,95.3846,LOW
68.4211,52,24,76,44,6,70,1,39,0.315789,67.5325,HIGH
67.8571,57,27,84,46,4,70,1,59,0.321429,67.0588,HIGH
73.4694,36,13,49,64,2,75,4,160,0.265306,67.9245,HIGH
75.0,78,26,104,30,2,75,1,72,0.25,74.2857,HIGH
66.1972,47,24,71,42,3,65,5,69,0.338028,61.8421,HIGH
63.3333,57,33,90,31,3,65,3,55,0.366667,61.2903,HIGH
69.697,23,10,33,64,4,70,0,77,0.30303,69.697,HIGH
96.5517,28,1,29,70,1,70,4,351,0.034483,84.8485,LOW
98.1481,106,2,108,27,6,75,2,24,0.018519,96.3636,LOW
55.3957,77,62,139,32,1,80,3,162,0.446043,54.2254,HIGH
66.6667,8,4,12,70,2,75,3,175,0.333333,53.3333,HIGH
58.0645,72,52,124,25,2,85,3,65,0.419355,56.6929,HIGH
51.25,41,39,80,31,2,65,4,78,0.4875,48.8095,HIGH
76.6667,46,14,60,50,2,80,4,126,0.233333,71.875,HIGH
50.0,6,6,12,70,4,70,1,88,0.5,46.1538,HIGH
73.3333,55,20,75,35,4,75,2,46,0.266667,71.4286,HIGH
77.7778,14,4,18,64,5,80,0,65,0.222222,77.7778,HIGH
52.8571,37,33,70,42,6,80,4,36,0.471429,50.0,HIGH
69.697,46,20,66,45,2,70,2,113,0.30303,67.6471,HIGH
38.0952,16,26,42,55,4,75,3,70,0.619048,35.5556,HIGH
54.0,54,46,100,44,3,70,5,71,0.46,51.4286,HIGH
60.0,51,34,85,49,2,70,16,120,0.4,50.495,HIGH
74.4681,70,24,94,43,4,75,3,56,0.255319,72.1649,HIGH
75.6757,28,9,37,65,5,75,1,63,0.243243,73.6842,HIGH
28.2609,26,66,92,39,1,85,2,196,0.717391,27.6596,HIGH
51.0067,76,73,149,10,5,80,0,13,0.489933,51.0067,HIGH
96.0,24,1,25,70,5,70,2,71,0.04,88.8889,LOW
95.2381,20,1,21,70,3,70,5,120,0.047619,76.9231,LOW
65.3061,64,34,98,37,2,70,3,94,0.346939,63.3663,HIGH
55.3957,77,62,139,16,6,75,1,14,0.446043,55.0,HIGH
97.2973,36,1,37,62,3,90,3,103,0.027027,90.0,MEDIUM
94.5946,35,2,37,59,2,80,6,146,0.054054,81.3953,MEDIUM
71.9178,105,41,146,18,2,70,4,48,0.280822,70.0,MEDIUM
76.6667,23,7,30,63,4,80,1,77,0.233333,74.1935,HIGH
25.0,11,33,44,53,2,65,19,130,0.75,17.4603,HIGH
61.2903,19,12,31,60,5,70,0,63,0.387097,61.2903,HIGH
63.6364,21,12,33,48,4,65,4,60,0.363636,56.7568,HIGH
70.0,21,9,30,69,3,70,1,116,0.3,67.7419,HIGH
97.8723,46,1,47,62,5,90,2,60,0.021277,93.8776,MEDIUM
97.8022,89,2,91,36,6,75,6,28,0.021978,91.7526,LOW
50.0,13,13,26,70,6,75,4,58,0.5,43.3333,HIGH
74.5763,44,15,59,63,4,75,7,78,0.254237,66.6667,HIGH
32.6923,17,35,52,64,6,75,0,55,0.673077,32.6923,HIGH
75.8621,22,7,29,70,1,75,3,351,0.241379,68.75,HIGH
63.6364,77,44,121,29,4,65,1,37,0.363636,63.1148,HIGH
96.875,31,1,32,51,2,80,2,131,0.03125,91.1765,LOW
72.093,31,12,43,46,2,75,2,116,0.27907,68.8889,HIGH
97.7778,44,1,45,66,1,70,1,329,0.022222,95.6522,LOW
62.5,15,9,24,70,2,75,2,175,0.375,57.6923,HIGH
66.6667,60,30,90,32,2,75,3,82,0.333333,64.5161,HIGH
75.6098,31,10,41,53,4,75,5,70,0.243902,67.3913,HIGH
95.7143,67,3,70,46,6,90,2,39,0.042857,93.0556,MEDIUM
92.5926,25,2,27,70,2,70,1,176,0.074074,89.2857,LOW
97.8723,92,2,94,48,4,65,2,57,0.021277,95.8333,LOW
47.5,57,63,120,19,2,75,2,48,0.525,46.7213,HIGH
96.4286,135,5,140,24,2,65,2,57,0.035714,95.0704,LOW
78.1818,86,24,110,16,2,80,6,38,0.218182,74.1379,HIGH
76.4706,65,20,85,48,3,75,1,80,0.235294,75.5814,MEDIUM
90.9091,10,1,11,70,5,80,5,67,0.090909,62.5,HIGH
20.0,3,12,15,70,1,70,1,351,0.8,18.75,HIGH
92.3077,12,1,13,66,4,80,1,85,0.076923,85.7143,LOW
95.8333,92,4,96,39,1,85,0,196,0.041667,95.8333,LOW
49.3976,41,42,83,46,5,75,3,47,0.506024,47.6744,HIGH
94.2857,33,2,35,46,2,75,3,116,0.057143,86.8421,LOW
66.6667,22,11,33,61,5,75,1,61,0.333333,64.7059,HIGH
16.6667,2,10,12,65,5,75,0,66,0.833333,16.6667,HIGH
97.479,116,3,119,11,1,80,12,57,0.02521,88.5496,LOW
66.6667,20,10,30,53,5,70,5,55,0.333333,57.1429,HIGH
98.3607,120,2,122,24,5,75,0,23,0.016393,98.3607,LOW
77.0833,74,22,96,48,2,75,1,121,0.229167,76.2887,MEDIUM
78.125,50,14,64,28,4,80,16,36,0.21875,62.5,HIGH
20.3125,13,51,64,29,3,80,3,46,0.796875,19.403,HIGH
70.0,14,6,20,65,5,70,3,68,0.3,60.8696,HIGH
98.3333,59,1,60,63,5,70,0,61,0.016667,98.3333,LOW
67.3913,93,45,138,15,3,80,0,22,0.326087,67.3913,HIGH
98.7805,81,1,82,40,6,75,2,36,0.012195,96.4286,LOW
67.0455,59,29,88,39,3,65,3,63,0.329545,64.8352,HIGH
57.6923,30,22,52,49,2,70,4,123,0.423077,53.5714,HIGH
96.9697,32,1,33,64,1,75,2,321,0.030303,91.4286,LOW
30.6667,23,52,75,37,5,75,3,35,0.693333,29.4872,HIGH
96.6667,116,4,120,27,2,80,3,65,0.033333,94.3089,LOW
95.4545,42,2,44,62,3,80,2,104,0.045455,91.3043,LOW
71.4286,10,4,14,68,2,75,17,171,0.285714,32.2581,HIGH
69.2308,9,4,13,70,1,75,5,347,0.307692,50.0,HIGH
69.3069,70,31,101,20,3,75,2,37,0.306931,67.9612,HIGH
94.8718,74,4,78,30,5,90,10,29,0.051282,84.0909,HIGH
83.3333,75,15,90,28,3,85,2,50,0.166667,81.5217,HIGH
47.0588,8,9,17,70,3,75,3,119,0.529412,40.0,HIGH
63.6364,35,20,55,61,1,65,2,304,0.363636,61.4035,HIGH
94.7368,18,1,19,70,4,75,14,90,0.052632,54.5455,HIGH
59.1549,42,29,71,28,1,75,3,137,0.408451,56.7568,HIGH
50.0,19,19,38,64,4,75,5,83,0.5,44.186,HIGH
77.6786,87,25,112,21,1,75,1,105,0.223214,76.9912,MEDIUM
97.1014,67,2,69,35,4,85,1,45,0.028986,95.7143,LOW
93.75,15,1,16,70,1,70,13,352,0.0625,51.7241,HIGH
68.9655,20,9,29,68,2,70,3,170,0.310345,62.5,HIGH
91.3043,21,2,23,70,6,85,3,61,0.086957,80.7692,HIGH
73.913,34,12,46,49,1,75,3,242,0.26087,69.3878,HIGH
59.0604,88,61,149,23,5,70,3,20,0.409396,57.8947,HIGH
72.9508,89,33,122,27,6,75,3,21,0.270492,71.2,HIGH
29.1667,14,34,48,62,4,80,1,80,0.708333,28.5714,HIGH
97.9167,47,1,48,67,2,80,5,167,0.020833,88.6792,LOW
95.0,57,3,60,63,3,90,4,108,0.05,89.0625,HIGH
79.3103,46,12,58,49,3,80,1,79,0.206897,77.9661,HIGH
68.2927,28,13,41,65,4,65,2,84,0.317073,65.1163,MEDIUM
64.7059,33,18,51,47,1,85,3,236,0.352941,61.1111,HIGH
54.5455,6,5,11,70,2,85,18,172,0.454545,20.6897,HIGH
80.4348,37,9,46,51,5,80,0,52,0.195652,80.4348,MEDIUM
85.7143,42,7,49,64,3,90,4,105,0.142857,79.2453,HIGH
87.5,14,2,16,70,5,85,4,72,0.125,70.0,HIGH
76.3889,55,17,72,43,3,75,2,75,0.236111,74.3243,HIGH
96.0,24,1,25,70,4,70,2,86,0.04,88.8889,LOW
67.9245,36,17,53,49,1,80,2,247,0.320755,65.4545,HIGH
98.6486,73,1,74,46,5,75,1,48,0.013514,97.3333,LOW
97.2603,71,2,73,35,3,65,2,61,0.027397,94.6667,LOW
97.3333,146,4,150,31,3,75,3,51,0.026667,95.4248,LOW
97.7778,44,1,45,46,2,80,1,117,0.022222,95.6522,LOW
75.0,9,3,12,70,4,75,3,89,0.25,60.0,HIGH
95.3488,41,2,43,52,5,75,3,51,0.046512,89.1304,LOW
97.9592,48,1,49,54,6,70,3,42,0.020408,92.3077,LOW
72.0,18,7,25,70,4,75,4,88,0.28,62.069,HIGH
72.0,18,7,25,70,3,70,19,120,0.28,40.9091,HIGH
41.6667,40,56,96,31,6,70,6,29,0.583333,39.2157,HIGH
84.2105,32,6,38,51,5,85,5,51,0.157895,74.4186,HIGH
37.1429,13,22,35,53,1,70,0,267,0.628571,37.1429,HIGH
63.3333,19,11,30,63,6,65,3,56,0.366667,57.5758,HIGH
28.0,28,72,100,42,5,80,3,45,0.72,27.1845,HIGH
94.7368,36,2,38,64,2,80,2,160,0.052632,90.0,LOW
76.0,38,12,50,49,5,75,2,46,0.24,73.0769,HIGH
64.6667,97,53,150,27,4,85,3,37,0.353333,63.3987,HIGH
69.2308,18,8,26,70,4,70,5,86,0.307692,58.0645,HIGH
71.831,51,20,71,43,1,75,2,215,0.28169,69.863,HIGH
93.9394,62,4,66,38,5,75,2,36,0.060606,91.1765,LOW
93.3333,28,2,30,50,2,70,2,122,0.066667,87.5,LOW
98.6111,71,1,72,39,6,75,8,36,0.013889,88.75,LOW
98.6486,73,1,74,44,6,80,3,36,0.013514,94.8052,LOW
75.0,75,25,100,45,3,75,5,75,0.25,71.4286,HIGH
64.2857,18,10,28,70,4,65,4,88,0.357143,56.25,HIGH
94.8052,73,4,77,49,1,70,5,245,0.051948,89.0244,LOW
78.5714,11,3,14,68,5,85,3,70,0.214286,64.7059,HIGH
91.6667,11,1,12,65,1,80,3,327,0.083333,73.3333,HIGH
95.2381,40,2,42,55,6,80,4,45,0.047619,86.9565,LOW
68.75,11,5,16,65,4,75,0,81,0.3125,68.75,HIGH
66.6667,8,4,12,68,2,75,1,171,0.333333,61.5385,HIGH
60.1351,89,59,148,22,6,80,2,20,0.398649,59.3333,HIGH
74.0,74,26,100,14,4,75,2,15,0.26,72.549,HIGH
